ID,index,Category,State,Region,Date,Farm,Rep,Depth,GPS,% Sand,% Silt,% Clay,Texture,pET (mm/yr),precip (in/yr),1:1 Soil pH,Organic Matter LOI %,Bulk density (g/cm3),1:1 S Salts mmho/cm,Nitrate-N ppm N,Potassium ppm K,Sulfate-S ppm S,Calcium ppm Ca,Magnesium ppm Mg,Sodium ppm Na,CEC/Sum of Cations me/100g,%H Sat,%K Sat,%Ca Sat,%Mg Sat,%Na Sat,Mehlich P-III ppm P,2020_1:1 Soil pH,2020_1:1 S Salts mmho/cm,2020_Organic Matter LOI %,2020_Nitrate-N ppm N,2020_Potassium ppm K,2020_Sulfate-S ppm S,2020_Zinc ppm Zn,2020_Iron ppm Fe,2020_Manganese ppm Mn,2020_Copper ppm Cu,2020_Calcium ppm Ca,2020_Magnesium ppm Mg,2020_Sodium ppm Na,2020_CEC/Sum of Cations me/100g,2020_%H Sat,2020_%K Sat,2020_%Ca Sat,2020_%Mg Sat,2020_%Na Sat,2020_Mehlich P-III ppm P,2020_% Sand,2020_% Silt,2020_% Clay,2020_Texture,POXC (mg/kg soil),NAG (nmol/hr/g soil),BG (nmol/hr/g soil),C-min (ugCO2-C/g_soil/day),Total Biomass,Diversity Index,Bacteria %,Total Bacteria Biomass,Actinomycetes %,Actinomycetes Biomass,Gram (-) %,Gram (-) Biomass,Rhizobia %,Rhizobia Biomass,Total Fungi %,Total Fungi Biomass,Arbusular Mycorrhizal %,Arbuscular Mycorrhizal Biomass,Saprophytic %,Saprophytes Biomass,Protozoan %,Protozoa Biomass,Gram (+) Biomass,Gram (+) %,Undifferentiated %,Undifferentiated Biomass,Fungi:Bacteria,Predator:Prey,Gram(+):Gram(-),Sat:Unsat,Mono:Poly,Pre 16:1w7c:cy17:0,Pre 18:1w7c:cy19:0,2020_POXC (mg/kg soil),2020_NAG (nmol/hr/g soil),2020_BG (nmol/hr/g soil),2020_C-min (ugCO2-C/g_soil/day),2020_Bulk density (g/cm3),2020_Total Biomass,2020_Diversity Index,2020_Bacteria %,2020_Total Bacteria Biomass,2020_Actinomycetes %,2020_Actinomycetes Biomass,2020_Gram (-) %,2020_Gram (-) Biomass,2020_Rhizobia %,2020_Rhizobia Biomass,2020_Total Fungi %,2020_Total Fungi Biomass,2020_Arbusular Mycorrhizal %,2020_Arbuscular Mycorrhizal Biomass,2020_Saprophytic %,2020_Saprophytes Biomass,2020_Protozoan %,2020_Protozoa Biomass,2020_Gram (+) Biomass,2020_Gram (+) %,2020_Undifferentiated %,2020_Undifferentiated Biomass,2020_Fungi:Bacteria,2020_Predator:Prey,2020_Gram(+):Gram(-),2020_Sat:Unsat,2020_Mono:Poly,2020_Pre 16:1w7c:cy17:0,2020_Pre 18:1w7c:cy19:0,WetAgg_MWD (mm),2020_WetAgg_MWD (mm),DryAgg_MWD (mm),2022_DryAgg_MWD (mm),2020_DryAgg_MWD (mm),DryAgg_WEF (%),2022_DryAgg_WEF (%),2020_DryAgg_WEF (%),2022_PenRes_Adjusted PR_Mpa,Historical_Cover crops,Historical_Interseeding,Historical_Living mulch,Historical_Increase crop rotation diversity,Historical_Heritage varieties,Historical_Perennial cool season pasture,Historical_No till / strip till,Historical_Integrate livestock,Historical_Amendments,Historical_Reduce chem,FARMS_Cover crops,FARMS_Interseeding,FARMS_Living mulch,FARMS_Planting green,FARMS_Pasture cropping,FARMS_Relay cropping,FARMS_Increase crop rotation diversity,FARMS_Conserv. crop rot. (opportunistic cropping),FARMS_Heritage varieties,FARMS_Pollinator mix permanent,FARMS_Pollinator mix nonpermanent,FARMS_Integrate garden/produce in covers,FARMS_Perennial cool season pasture,FARMS_No till / strip till,FARMS_Annual forages,FARMS_Bale grazing,FARMS_Integrate livestock,FARMS_Management intensive grazing,FARMS_Amendments,FARMS_Reduce chem,FARMS_Roller crimper,FARMS_Additional testing,FARMS_SETs,conservation_tillage_passes,conventional_tillage_passes,chem_passes_per_year,2020_soil_cover_months,start_year_soil_cover,2019_soil_cover_months,2018_soil_cover_months,2020_living_root_months,start_year_living_roots,2019_living_root_months,2018_living_root_months,categories_of_crops,number_of_crops_in_rotation,amendments,what_amendments,use_neonics,integrate_livestock,residue_remaining,stock_density,grazing_species,5yr_cropping_history,totalfieldacres
TP28,180,Transitioning,KS,E,8/15/23,Schmitt,3,5 to 15cm,39.16326; -98.5575,12,44,44,Silty Clay,1330.425,25.948404,6.1,2.6,1.475,0.24,35.2,360,11.6,2932,488,14,22.2,11,4,66,18,0,41,7.5,0.5,3.3,24.3,284,7.3,0.48,7.6,7.5,0.56,3663,258,16,21.3,0,3,86,10,0,14,21,45,34,Clay Loam,276.1126625,45.50537254,161.11423,11.32,1736.08,1.414,47.44,823.66,13.37,232.08,11.74,203.86,0,0,8.42,146.15,2.54,44.15,5.88,102,0,0,619.8,35.7,44.14,766.28,0.1774,0,3.0404,2.5687,15.1403,2.0134,0.6339,739.5533494,41.5028,108.4564,36.02402633,1.325,1510.56,1.167,73.67,1112.86,21.37,322.78,16.97,256.4,0,0,2.76,41.64,0,0,2.76,41.64,0,0,856.46,56.7,23.57,356.07,0.0374,0,3.3403,3.9818,219.4,0,1000,,,,,,,,,0.359646693,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,1,3,10,2019,10,4,11,2020,10,5,Warm season grass;Cool season grass;Warm season broadleaf;Cool season broadleaf,1,Yes; on the whole field,Ran cattle on the field,Yes,Yes,11-49%,High,1,I can not; I recently purchased this field in 2018. I do know previous farmer was full tillage and only rotated wheat and sorghum.,65.7
TP28,181,Transitioning,KS,E,8/15/23,Schmitt,4,5 to 15cm,39.16531; -98.55585,18,41,41,Silty Clay,1330.425,25.948404,5.6,3,1.49,0.13,59,332,14.7,2717,487,18,23.6,21,4,58,17,0,44,5.4,0.43,3.1,44.6,260,9.5,0.39,21.3,24.8,1.08,2418,390,24,20.7,22,3,58,16,0,35,20,46,34,Silty Clay Loam,276.382987,48.62789502,143.6053432,7.65,1571.19,1.373,44.12,693.16,12.32,193.5,9.68,152.11,0,0,7.27,114.2,1.68,26.42,5.59,87.78,0,0,541.05,34.44,48.61,763.83,0.1648,0,3.557,3.1864,11.6138,1.7375,0.4038,508.5554286,52.2894,135.8698,12.63177648,1.395,3029.88,1.213,21.75,658.85,4.02,121.84,8.48,256.94,0,0,1.48,44.7,0,0,1.48,44.7,0,0,401.91,13.26,76.78,2326.32,0.0678,0,1.5642,2.2938,217.598,0,1000,,,,,,,,,0.415664686,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,1,3,10,2019,10,4,11,2020,10,5,Warm season grass;Cool season grass;Warm season broadleaf;Cool season broadleaf,1,Yes; on the whole field,Ran cattle on the field,Yes,Yes,11-49%,High,1,I can not; I recently purchased this field in 2018. I do know previous farmer was full tillage and only rotated wheat and sorghum.,65.7
TP35,68,Transitioning,NE,W,8/15/23,Grosbach,1,0 to 5cm,40.48248355; -101.577130383333,58,28,14,Sandy Loam,1332.8584,19.133238,5.3,1.8,1.309875892,0.08,15.2,504,13.2,904,172,6,14.1,48,9,32,10,0,153,5.2,0.17,1.9,12.3,480,15,1.24,43.5,37.5,0.78,1018,194,9,14.8,46,8,34,11,0,145,58,28,14,Sandy Loam,482.69265,230.2824055,344.7083556,11.12,2183.4,1.466,37.95,828.62,6.67,145.61,13.83,301.93,0,0,17.43,380.66,2.75,60.09,14.68,320.57,0,0,526.7,24.12,44.61,974.12,0.4594,0,1.7445,1.905,32.8509,1.6193,0.955,375.3157945,55.5654,87.1801,26.79132767,1.566102927,262.45,0.876,32.87,86.28,2.39,6.26,11.55,30.32,0,0,0,0,0,0,0,0,0,0,55.95,21.32,67.13,176.17,0,0,1.8452,7.6549,0,0,1000,0.36134374,1.33,1.3,,1.416261468,74.5,,69.49541284,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,68,Transitioning,NE,W,8/15/23,Grosbach,1,0 to 5cm,40.48248355; -101.577130383333,58,28,14,Sandy Loam,1332.8584,19.133238,5.3,1.8,1.309875892,0.08,15.2,504,13.2,904,172,6,14.1,48,9,32,10,0,153,5.2,0.17,1.9,12.3,480,15,1.24,43.5,37.5,0.78,1018,194,9,14.8,46,8,34,11,0,145,58,28,14,Sandy Loam,482.69265,230.2824055,344.7083556,11.12,2183.4,1.466,37.95,828.62,6.67,145.61,13.83,301.93,0,0,17.43,380.66,2.75,60.09,14.68,320.57,0,0,526.7,24.12,44.61,974.12,0.4594,0,1.7445,1.905,32.8509,1.6193,0.955,375.3157945,55.5654,87.1801,26.79132767,1.566102927,262.45,0.876,32.87,86.28,2.39,6.26,11.55,30.32,0,0,0,0,0,0,0,0,0,0,55.95,21.32,67.13,176.17,0,0,1.8452,7.6549,0,0,1000,0.36134374,1.33,1.3,,1.416261468,74.5,,69.49541284,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,69,Transitioning,NE,W,8/15/23,Grosbach,2,0 to 5cm,40.4819484917733; -101.573537728611,55,27,18,Sandy Loam,1332.8584,19.133238,5.6,2.2,1.304173037,0.1,10.8,496,12.9,1304,206,6,14.6,35,9,44,12,0,242,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,650.8297817,188.3719351,420.6392114,13.73,1932.15,1.481,39.8,768.95,6.55,126.65,16.74,323.43,0,0,18.92,365.57,3.61,69.84,15.31,295.73,0,0,445.52,23.06,41.28,797.63,0.4754,0,1.3775,1.5969,7.0137,1.9247,1.2639,466.2561951,49.2693,92.3538,37.02084627,1.317336646,236.14,0.262,78.45,185.25,73.88,174.46,2.35,5.55,0,0,0,0,0,0,0,0,0,0,179.7,76.1,21.55,50.89,0,0,32.396,0,0,0,0,0.270844889,1.25,2.4,,1.91390625,65.2,,58.125,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,69,Transitioning,NE,W,8/15/23,Grosbach,2,0 to 5cm,40.4819484917733; -101.573537728611,55,27,18,Sandy Loam,1332.8584,19.133238,5.6,2.2,1.304173037,0.1,10.8,496,12.9,1304,206,6,14.6,35,9,44,12,0,242,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,650.8297817,188.3719351,420.6392114,13.73,1932.15,1.481,39.8,768.95,6.55,126.65,16.74,323.43,0,0,18.92,365.57,3.61,69.84,15.31,295.73,0,0,445.52,23.06,41.28,797.63,0.4754,0,1.3775,1.5969,7.0137,1.9247,1.2639,466.2561951,49.2693,92.3538,37.02084627,1.317336646,236.14,0.262,78.45,185.25,73.88,174.46,2.35,5.55,0,0,0,0,0,0,0,0,0,0,179.7,76.1,21.55,50.89,0,0,32.396,0,0,0,0,0.270844889,1.25,2.4,,1.91390625,65.2,,58.125,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,70,Transitioning,NE,W,8/15/23,Grosbach,3,0 to 5cm,40.4836265948056; -101.573079856341,53,30,17,Sandy Loam,1332.8584,19.133238,6.7,2.1,1.08387809,0.17,17.4,632,13.5,1541,190,6,10.9,0,15,70,14,0,272,7.2,0.45,2.5,18.6,487,11.7,1.55,31.3,18.3,0.8,3211,189,14,18.9,0,7,85,8,0,151,55,27,18,Sandy Loam,533.3353022,168.9075929,344.0003007,12.83,1973.23,1.483,38.46,758.95,7.18,141.67,13.92,274.6,0,0,16.66,328.73,3.09,60.93,13.57,267.8,0,0,484.35,24.55,44.88,885.54,0.4331,0,1.7638,1.9807,32.3525,1.5529,0.9059,559.8936585,121.8374,274.9292,113.8762446,1.263968724,766.99,0.717,94.01,721.03,0.62,4.72,39.79,305.21,0,0,0,0,0,0,0,0,0,0,415.82,54.21,5.99,45.97,0,0,1.3624,1.5208,0,0,1000,1.026561708,1.67,1.7,,2.61819209,69.9,,50.56497175,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,70,Transitioning,NE,W,8/15/23,Grosbach,3,0 to 5cm,40.4836265948056; -101.573079856341,53,30,17,Sandy Loam,1332.8584,19.133238,6.7,2.1,1.08387809,0.17,17.4,632,13.5,1541,190,6,10.9,0,15,70,14,0,272,7.2,0.45,2.5,18.6,487,11.7,1.55,31.3,18.3,0.8,3211,189,14,18.9,0,7,85,8,0,151,55,27,18,Sandy Loam,533.3353022,168.9075929,344.0003007,12.83,1973.23,1.483,38.46,758.95,7.18,141.67,13.92,274.6,0,0,16.66,328.73,3.09,60.93,13.57,267.8,0,0,484.35,24.55,44.88,885.54,0.4331,0,1.7638,1.9807,32.3525,1.5529,0.9059,559.8936585,121.8374,274.9292,113.8762446,1.263968724,766.99,0.717,94.01,721.03,0.62,4.72,39.79,305.21,0,0,0,0,0,0,0,0,0,0,415.82,54.21,5.99,45.97,0,0,1.3624,1.5208,0,0,1000,1.026561708,1.67,1.7,,2.61819209,69.9,,50.56497175,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,71,Transitioning,NE,W,8/15/23,Grosbach,4,0 to 5cm,40.4846954632618; -101.576550496447,53,31,16,Sandy Loam,1332.8584,19.133238,5.8,2,1.305908186,0.08,13.4,523,11.4,929,177,6,13.6,45,10,34,11,0,114,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,537.3054417,168.7853047,453.5923655,12.64,2522.39,1.519,44.22,1115.49,7.99,201.63,16.99,428.49,0,0,18.81,474.52,3.87,97.71,14.94,376.81,0.39,9.91,687.01,27.24,36.57,922.46,0.4254,0.0089,1.6033,1.6672,8.4149,1.8729,1.1195,466.2561951,49.2693,92.3538,37.02084627,1.317336646,236.14,0.262,78.45,185.25,73.88,174.46,2.35,5.55,0,0,0,0,0,0,0,0,0,0,179.7,76.1,21.55,50.89,0,0,32.396,0,0,0,0,0.976122007,1.25,2,,1.91390625,61.8,,58.125,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,71,Transitioning,NE,W,8/15/23,Grosbach,4,0 to 5cm,40.4846954632618; -101.576550496447,53,31,16,Sandy Loam,1332.8584,19.133238,5.8,2,1.305908186,0.08,13.4,523,11.4,929,177,6,13.6,45,10,34,11,0,114,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,537.3054417,168.7853047,453.5923655,12.64,2522.39,1.519,44.22,1115.49,7.99,201.63,16.99,428.49,0,0,18.81,474.52,3.87,97.71,14.94,376.81,0.39,9.91,687.01,27.24,36.57,922.46,0.4254,0.0089,1.6033,1.6672,8.4149,1.8729,1.1195,466.2561951,49.2693,92.3538,37.02084627,1.317336646,236.14,0.262,78.45,185.25,73.88,174.46,2.35,5.55,0,0,0,0,0,0,0,0,0,0,179.7,76.1,21.55,50.89,0,0,32.396,0,0,0,0,0.976122007,1.25,2,,1.91390625,61.8,,58.125,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,72,Transitioning,NE,W,8/15/23,Grosbach,1,5 to 15cm,40.48248355; -101.577130383333,58,28,14,Sandy Loam,1332.8584,19.133238,5.3,1.8,1.498844568,0.08,15.2,504,13.2,904,172,6,14.1,48,9,32,10,0,153,5.2,0.17,1.9,12.3,480,15,1.24,43.5,37.5,0.78,1018,194,9,14.8,46,8,34,11,0,145,58,28,14,Sandy Loam,245.58975,24.62847321,54.43625402,6.69,1040.43,1.441,40.28,419.08,11.48,119.45,9.97,103.78,0,0,8.73,90.85,2.27,23.59,6.46,67.26,0,0,315.3,30.3,50.99,530.51,0.2168,0,3.0383,3.0059,13.207,1.4911,0.5125,333.749952,11.7891,38.8991,19.57241253,1.576090914,2054.49,1.136,14.83,304.69,2.19,45.01,6.82,140.09,0,0,0.63,12.9,0,0,0.63,12.9,0,0,164.6,8.01,84.54,1736.89,0.0423,0,1.1749,10.7181,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,72,Transitioning,NE,W,8/15/23,Grosbach,1,5 to 15cm,40.48248355; -101.577130383333,58,28,14,Sandy Loam,1332.8584,19.133238,5.3,1.8,1.498844568,0.08,15.2,504,13.2,904,172,6,14.1,48,9,32,10,0,153,5.2,0.17,1.9,12.3,480,15,1.24,43.5,37.5,0.78,1018,194,9,14.8,46,8,34,11,0,145,58,28,14,Sandy Loam,245.58975,24.62847321,54.43625402,6.69,1040.43,1.441,40.28,419.08,11.48,119.45,9.97,103.78,0,0,8.73,90.85,2.27,23.59,6.46,67.26,0,0,315.3,30.3,50.99,530.51,0.2168,0,3.0383,3.0059,13.207,1.4911,0.5125,333.749952,11.7891,38.8991,19.57241253,1.576090914,2054.49,1.136,14.83,304.69,2.19,45.01,6.82,140.09,0,0,0.63,12.9,0,0,0.63,12.9,0,0,164.6,8.01,84.54,1736.89,0.0423,0,1.1749,10.7181,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,73,Transitioning,NE,W,8/15/23,Grosbach,2,5 to 15cm,40.4819484917733; -101.573537728611,55,27,18,Sandy Loam,1332.8584,19.133238,5.6,2.2,1.498874153,0.1,10.8,496,12.9,1304,206,6,14.6,35,9,44,12,0,242,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,250.6700216,29.12001978,96.45666868,8.15,596.32,1.447,43.23,257.79,12.5,74.56,11.65,69.48,0,0,8.9,53.06,2.43,14.5,6.47,38.56,0,0,188.31,31.58,47.87,285.47,0.2058,0,2.7103,2.8431,8.7958,1.6588,0.5288,333.749952,13.7981,28.1599,17.56180527,1.568951338,421.37,1.013,23.82,100.38,4.92,20.74,12.66,53.35,0,0,0,0,0,0,0,0,0,0,47.03,11.16,76.18,320.99,0,0,0.8815,5.5294,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,73,Transitioning,NE,W,8/15/23,Grosbach,2,5 to 15cm,40.4819484917733; -101.573537728611,55,27,18,Sandy Loam,1332.8584,19.133238,5.6,2.2,1.498874153,0.1,10.8,496,12.9,1304,206,6,14.6,35,9,44,12,0,242,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,250.6700216,29.12001978,96.45666868,8.15,596.32,1.447,43.23,257.79,12.5,74.56,11.65,69.48,0,0,8.9,53.06,2.43,14.5,6.47,38.56,0,0,188.31,31.58,47.87,285.47,0.2058,0,2.7103,2.8431,8.7958,1.6588,0.5288,333.749952,13.7981,28.1599,17.56180527,1.568951338,421.37,1.013,23.82,100.38,4.92,20.74,12.66,53.35,0,0,0,0,0,0,0,0,0,0,47.03,11.16,76.18,320.99,0,0,0.8815,5.5294,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,74,Transitioning,NE,W,8/15/23,Grosbach,3,5 to 15cm,40.4836265948056; -101.573079856341,53,30,17,Sandy Loam,1332.8584,19.133238,6.7,2.1,1.523357595,0.17,17.4,632,13.5,1541,190,6,10.9,0,15,70,14,0,272,7.2,0.45,2.5,18.6,487,11.7,1.55,31.3,18.3,0.8,3211,189,14,18.9,0,7,85,8,0,151,55,27,18,Sandy Loam,321.9368628,17.48351638,48.85786862,16.88,1071.48,1.443,41.12,440.58,11.22,120.22,11.41,122.25,0,0,8.29,88.87,2.36,25.32,5.93,63.55,0,0,318.33,29.71,50.59,542.03,0.2017,0,2.6039,3.1201,11.5206,1.5969,0.5061,254.77344,6.0956,26.2929,70.3773024,1.572951976,807.3,0.937,31.61,255.22,3.18,25.67,21.72,175.37,0,0,1.09,8.8,0,0,1.09,8.8,0,0,79.85,9.89,67.3,543.28,0.0345,0,0.4553,3.1362,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
TP35,74,Transitioning,NE,W,8/15/23,Grosbach,3,5 to 15cm,40.4836265948056; -101.573079856341,53,30,17,Sandy Loam,1332.8584,19.133238,6.7,2.1,1.523357595,0.17,17.4,632,13.5,1541,190,6,10.9,0,15,70,14,0,272,7.2,0.45,2.5,18.6,487,11.7,1.55,31.3,18.3,0.8,3211,189,14,18.9,0,7,85,8,0,151,55,27,18,Sandy Loam,321.9368628,17.48351638,48.85786862,16.88,1071.48,1.443,41.12,440.58,11.22,120.22,11.41,122.25,0,0,8.29,88.87,2.36,25.32,5.93,63.55,0,0,318.33,29.71,50.59,542.03,0.2017,0,2.6039,3.1201,11.5206,1.5969,0.5061,254.77344,6.0956,26.2929,70.3773024,1.572951976,807.3,0.937,31.61,255.22,3.18,25.67,21.72,175.37,0,0,1.09,8.8,0,0,1.09,8.8,0,0,79.85,9.89,67.3,543.28,0.0345,0,0.4553,3.1362,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,126
TP35,75,Transitioning,NE,W,8/15/23,Grosbach,4,5 to 15cm,40.4846954632618; -101.576550496447,53,31,16,Sandy Loam,1332.8584,19.133238,5.8,2,1.524795697,0.08,13.4,523,11.4,929,177,6,13.6,45,10,34,11,0,114,5.5,0.18,2.3,11.7,480,14.1,1.24,45.4,33.9,0.94,1288,210,11,14.2,33,9,45,12,0,95,53,31,16,Sandy Loam,232.0266426,24.30321088,72.88634824,6.52,1101.99,1.445,41.33,455.49,12.08,133.09,10.62,117.01,0,0,8.7,95.92,2.34,25.81,6.36,70.12,0,0,338.48,30.72,49.96,550.57,0.2106,0,2.8928,2.9467,13.0256,1.616,0.508,333.749952,13.7981,28.1599,17.56180527,1.568951338,421.37,1.013,23.82,100.38,4.92,20.74,12.66,53.35,0,0,0,0,0,0,0,0,0,0,47.03,11.16,76.18,320.99,0,0,0.8815,5.5294,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,12,2010,12,12,5,2010,6,0,Warm season grass;Warm season broadleaf,0.3,Yes; on the whole field,Livestock,No,Yes,50% or more,High,1,2020 - summer cover mix for grazing; 2019 - wheat; 2018 - chemfallow; 2017 - milo/grain sorghum; 2016 - wheat,92
